,strings,mashing
5308,Memorial,0
5309,in,0
5310,the,0
5311,middle,0
5312,of,0
5313,the,0
5314,City,0
5315,of,0
5316,Tears,0
5317,testifies,0
5318,of,0
5319,their,0
5320,sacrifice,0
5321,to,0
5322,save,0
5323,are,0
5324,the,0
5325,base,0
5326,attacks,0
5327,that,0
5328,the,0
5329,Hollow,0
5330,Knight,0
5331,starts,0
5332,They,0
5333,are,0
5334,expanded,0
5335,on,0
5336,in,0
5337,the,0
5338,next,0
5339,The,0
5340,Hollow,0
5341,Knight,0
5342,swings,0
5343,their,0
5344,nail,0
5345,This,0
5346,attack,0
5347,is,0
5348,only,0
5349,used,0
5350,in,0
5351,Phases,0
5352,through,0
5353,Each,0
5354,swing,0
5355,of,0
5356,their,0
5357,nail,0
5358,moves,0
5359,the,0
5360,Hollow,0
5361,Knight,0
5362,covering,0
5363,about,0
5364,of,0
5365,the,0
5366,arena,0
5367,in,0
5368,The,0
5369,swings,0
5370,are,0
5371,so,0
5372,wide,0
5373,that,0
5374,they,0
5375,can,0
5376,damage,0
5377,the,0
5378,Knight,0
5379,even,0
5380,if,0
5381,they,0
5382,are,0
5383,behind,0
5384,the,0
5385,Hollow,0
5386,The,0
5387,Hollow,0
5388,Knight,0
5389,lunges,0
5390,along,0
5391,the,0
5392,ground,0
5393,with,0
5394,their,0
5395,nail,0
5396,pointed,0
5397,towards,0
5398,the,0
5399,This,0
5400,attack,0
5401,is,0
5402,only,0
5403,used,0
5404,in,0
5405,Phases,0
5406,through,0
5407,This,0
5408,lunge,0
5409,covers,0
5410,about,0
5411,of,0
5412,the,0
5413,The,0
5414,Hollow,0
5415,Knight,0
5416,take,0
5417,up,0
5418,a,0
5419,defensive,0
5420,stance,0
5421,with,0
5422,their,0
5423,If,0
5424,the,0
5425,Knight,0
5426,damages,0
5427,them,0
5428,after,0
5429,their,0
5430,nail,0
5431,they,0
5432,take,0
5433,no,0
5434,damage,0
5435,from,0
5436,the,0
5437,hit,0
5438,and,0
5439,instead,0
5440,respond,0
5441,with,0
5442,a,0
5443,This,0
5444,attack,0
5445,is,0
5446,only,0
5447,used,0
5448,in,0
5449,Phases,0
5450,through,0
5451,The,0
5452,riposte,0
5453,has,0
5454,a,0
5455,huge,0
5456,arc,0
5457,and,0
5458,sizeable,0
5459,range,0
5460,because,0
5461,the,0
5462,Hollow,0
5463,Knight,0
5464,slides,0
5465,forward,0
5466,rapidly,0
5467,when,0
5468,they,0
5469,The,0
5470,parry,0
5471,lasts,0
5472,reaching,0
5473,the,0
5474,Hollow,0
5475,Knight,0
5476,gains,0
5477,these,0
5478,attacks,0
5479,in,0
5480,addition,0
5481,to,0
5482,the,0
5483,attacks,0
5484,of,0
5485,Phase,0
5486,The,0
5487,Hollow,0
5488,Knight,0
5489,attacks,0
5490,and,0
5491,moves,0
5492,more,0
5493,Flame,0
5494,The,0
5495,Hollow,0
5496,Knight,0
5497,either,0
5498,jumps,0
5499,or,0
5500,teleports,0
5501,into,0
5502,the,0
5503,air,0
5504,and,0
5505,then,0
5506,slams,0
5507,straight,0
5508,down,0
5509,with,0
5510,their,0
5511,causing,0
5512,columns,0
5513,of,0
5514,Infected,0
5515,fire,0
5516,to,0
5517,shoot,0
5518,up,0
5519,from,0
5520,the,0
5521,No,0
5522,matter,0
5523,which,0
5524,method,0
5525,they,0
5526,the,0
5527,Hollow,0
5528,Knight,0
5529,attempts,0
5530,to,0
5531,slam,0
5532,down,0
5533,where,0
5534,the,0
5535,Knight,0
5536,was,0
5537,at,0
5538,the,0
5539,beginning,0
5540,of,0
5541,the,0
5542,This,0
5543,attack,0
5544,is,0
5545,only,0
5546,used,0
5547,in,0
5548,Phases,0
5549,and,0
5550,Lifeblood,0
5551,content,0
5552,This,0
5553,attack,0
5554,deals,0
5555,two,0
5556,Masks,0
5557,of,0
5558,The,0
5559,Hollow,0
5560,Knight,0
5561,launches,0
5562,multiple,0
5563,blobs,0
5564,of,0
5565,Infection,0
5566,towards,0
5567,the,0
5568,Knight,0
5569,from,0
5570,beneath,0
5571,their,0
5572,This,0
5573,attack,0
5574,is,0
5575,only,0
5576,used,0
5577,in,0
5578,Phases,0
5579,and,0
5580,The,0
5581,blobs,0
5582,are,0
5583,fired,0
5584,in,0
5585,arcs,0
5586,at,0
5587,multiple,0
5588,starting,0
5589,low,0
5590,and,0
5591,working,0
5592,This,0
5593,attack,0
5594,covers,0
5595,about,0
5596,of,0
5597,the,0
5598,The,0
5599,Hollow,0
5600,Knight,0
5601,launches,0
5602,or,0
5603,blobs,0
5604,in,0
5605,This,0
5606,attack,0
5607,does,0
5608,not,0
5609,track,0
5610,the,0
5611,the,0
5612,blobs,0
5613,always,0
5614,follow,0
5615,the,0
5616,same,0
5617,reaching,0
5618,the,0
5619,Hollow,0
5620,Knight,0
5621,gains,0
5622,these,0
5623,attacks,0
5624,in,0
5625,addition,0
5626,to,0
5627,the,0
5628,attacks,0
5629,from,0
5630,the,0
5631,previous,0
5632,they,0
5633,lose,0
5634,the,0
5635,Lunge,0
5636,and,0
5637,Triple,0
5638,Slash,0
5639,The,0
5640,Hollow,0
5641,Knight,0
5642,attacks,0
5643,and,0
5644,moves,0
5645,less,0
5646,frequently,0
5647,and,0
5648,cannot,0
5649,be,0
5650,staggered,0
5651,after,0
5652,this,0
5653,Phase,0
5654,The,0
5655,Hollow,0
5656,Knight,0
5657,hovers,0
5658,in,0
5659,the,0
5660,air,0
5661,and,0
5662,shoots,0
5663,blobs,0
5664,of,0
5665,Infection,0
5666,This,0
5667,attack,0
5668,is,0
5669,only,0
5670,used,0
5671,in,0
5672,Phase,0
5673,The,0
5674,Hollow,0
5675,Knight,0
5676,is,0
5677,always,0
5678,in,0
5679,the,0
5680,centre,0
5681,of,0
5682,the,0
5683,arena,0
5684,for,0
5685,this,0
5686,They,0
5687,remain,0
5688,in,0
5689,the,0
5690,air,0
5691,for,0
5692,about,0
5693,The,0
5694,blobs,0
5695,travel,0
5696,along,0
5697,three,0
5698,primary,0
5699,an,0
5700,arc,0
5701,going,0
5702,an,0
5703,arc,0
5704,going,0
5705,and,0
5706,a,0
5707,third,0
5708,going,0
5709,Blobs,0
5710,burst,0
5711,from,0
5712,the,0
5713,Hollow,0
5714,Knight,0
5715,for,0
5716,The,0
5717,Hollow,0
5718,Knight,0
5719,floats,0
5720,around,0
5721,the,0
5722,arena,0
5723,and,0
5724,bounces,0
5725,up,0
5726,and,0
5727,down,0
5728,This,0
5729,attack,0
5730,is,0
5731,only,0
5732,used,0
5733,in,0
5734,Phases,0
5735,and,0
5736,This,0
5737,attack,0
5738,tracks,0
5739,the,0
5740,position,0
5741,and,0
5742,always,0
5743,aims,0
5744,for,0
5745,the,0
5746,specifically,0
5747,during,0
5748,the,0
5749,The,0
5750,Hollow,0
5751,Knight,0
5752,stands,0
5753,in,0
5754,place,0
5755,and,0
5756,stabs,0
5757,their,0
5758,nail,0
5759,through,0
5760,their,0
5761,chest,0
5762,multiple,0
5763,During,0
5764,this,0
5765,all,0
5766,damage,0
5767,dealt,0
5768,to,0
5769,the,0
5770,Hollow,0
5771,Knight,0
5772,is,0
5773,reduced,0
5774,to,0
5775,regardless,0
5776,of,0
5777,Nail,0
5778,reaching,0
5779,the,0
5780,Hollow,0
5781,Knight,0
5782,heals,0
5783,for,0
5784,HP,0
5785,only,0
5786,if,0
5787,the,0
5788,fight,0
5789,is,0
5790,Depending,0
5791,on,0
5792,the,0
5793,the,0
5794,fight,0
5795,is,0
5796,interrupted,0
5797,by,0
5798,allowing,0
5799,the,0
5800,Knight,0
5801,to,0
5802,access,0
5803,their,0
5804,mind,0
5805,with,0
5806,the,0
5807,Dream,0
5808,Nail,0
5809,and,0
5810,fight,0
5811,the,0
5812,the,0
5813,fight,0
5814,continues,0
5815,as,0
5816,the,0
5817,fourth,0
5818,Phase,0
5819,of,0
5820,the,0
5821,the,0
5822,Hollow,0
5823,Knight,0
5824,loses,0
5825,all,0
5826,other,0
5827,attacks,0
5828,except,0
5829,the,0
5830,Bouncing,0
5831,Balloon,0
5832,and,0
5833,Self,0
5834,Stab,0
5835,attacks,0
5836,and,0
5837,gains,0
5838,one,0
5839,new,0
5840,The,0
5841,Hollow,0
5842,Knight,0
5843,attempts,0
5844,to,0
5845,swing,0
5846,their,0
5847,nail,0
5848,once,0
5849,and,0
5850,then,0
5851,falls,0
5852,to,0
5853,their,0
5854,This,0
5855,attack,0
5856,is,0
5857,only,0
5858,used,0
5859,in,0
5860,Phase,0
5861,the,0
5862,Hollow,0
5863,Knight,0
5864,is,0
5865,attempting,0
5866,a,0
5867,Triple,0
5868,Slash,0
5869,attack,0
5870,but,0
5871,as,0
5872,soon,0
5873,as,0
5874,the,0
5875,first,0
5876,slash,0
5877,they,0
5878,fall,0
5879,over,0
5880,without,0
5881,moving,0
5882,forward,0
5883,at,0
5884,breaking,0
5885,the,0
5886,seals,0
5887,on,0
5888,the,0
5889,Temple,0
5890,of,0
5891,the,0
5892,Black,0
5893,Egg,0
5894,by,0
5895,destroying,0
5896,the,0
5897,three,0
5898,the,0
5899,Knight,0
5900,is,0
5901,allowed,0
5902,entrance,0
5903,in,0
5904,order,0
5905,to,0
5906,fight,0
5907,this,0
5908,To,0
5909,begin,0
5910,the,0
5911,the,0
5912,Knight,0
5913,must,0
5914,break,0
5915,the,0
5916,four,0
5917,chains,0
5918,holding,0
5919,the,0
5920,Hollow,0
5921,Hollow,0
5922,Knight,0
5923,fight,0
5924,has,0
5925,Each,0
5926,Phase,0
5927,is,0
5928,marked,0
5929,by,0
5930,the,0
5931,Hollow,0
5932,Knight,0
5933,standing,0
5934,turning,0
5935,their,0
5936,head,0
5937,skyward,0
5938,and,0
5939,This,0
5940,roar,0
5941,stuns,0
5942,the,0
5943,The,0
5944,fight,0
5945,changes,0
5946,with,0
5947,each,0
5948,Phase,0
5949,the,0
5950,Hollow,0
5951,Knight,0
5952,has,0
5953,three,0
5954,Triple,0
5955,and,0
5956,The,0
5957,attacks,0
5958,come,0
5959,The,0
5960,Hollow,0
5961,Knight,0
5962,back,0
5963,and,0
5964,leaps,0
5965,around,0
5966,the,0
5967,arena,0
5968,between,0
5969,Phase,0
5970,of,0
5971,the,0
5972,the,0
5973,Hollow,0
5974,Knight,0
5975,gains,0
5976,two,0
5977,more,0
5978,attacks,0
5979,and,0
5980,Diving,0
5981,Flame,0
5982,and,0
5983,the,0
5984,Hollow,0
5985,Knight,0
5986,moves,0
5987,and,0
5988,attacks,0
5989,with,0
5990,greater,0
5991,Phase,0
5992,the,0
5993,Hollow,0
5994,Knight,0
5995,begins,0
5996,stabbing,0
5997,The,0
5998,Hollow,0
5999,Knight,0
6000,gains,0
6001,two,0
6002,more,0
6003,attacks,0
6004,and,0
6005,Bouncing,0
6006,but,0
6007,they,0
6008,also,0
6009,slow,0
6010,rarely,0
6011,leaping,0
6012,or,0
6013,teleporting,0
6014,and,0
6015,their,0
6016,attacks,0
6017,come,0
6018,less,0
6019,Phase,0
6020,the,0
6021,Hollow,0
6022,Knight,0
6023,can,0
6024,barely,0
6025,They,0
6026,can,0
6027,no,0
6028,longer,0
6029,teleport,0
6030,or,0
6031,leap,0
6032,and,0
6033,can,0
6034,hardly,0
6035,swing,0
6036,their,0
6037,Only,0
6038,two,0
6039,attacks,0
6040,are,0
6041,used,0
6042,in,0
6043,the,0
6044,the,0
6045,Bouncing,0
6046,Balloon,0
6047,and,0
6048,main,0
6049,weakness,0
6050,of,0
6051,the,0
6052,Hollow,0
6053,Knight,0
6054,is,0
6055,that,0
6056,they,0
6057,are,0
6058,vulnerable,0
6059,to,0
6060,attacks,0
6061,from,0
6062,During,0
6063,a,0
6064,Lunge,0
6065,or,0
6066,Triple,0
6067,jump,0
6068,above,0
6069,their,0
6070,head,0
6071,and,0
6072,a,0
6073,few,0
6074,times,0
6075,while,0
6076,they,0
6077,finish,0
6078,the,0
6079,If,0
6080,they,0
6081,parry,0
6082,your,0
6083,shadow,0
6084,dash,0
6085,through,0
6086,their,0
6087,are,0
6088,safe,0
6089,zones,0
6090,amongst,0
6091,the,0
6092,blobs,0
6093,during,0
6094,the,0
6095,Barrage,0
6096,and,0
6097,Explosion,0
6098,atacks,0
6099,so,0
6100,pay,0
6101,attention,0
6102,and,0
6103,move,0
6104,into,0
6105,safe,0
6106,Dashing,0
6107,can,0
6108,often,0
6109,overshoot,0
6110,a,0
6111,safe,0
6112,so,0
6113,walking,0
6114,is,0
6115,usually,0
6116,the,0
6117,safer,0
6118,the,0
6119,Bouncing,0
6120,Balloon,0
6121,the,0
6122,Hollow,0
6123,Knight,0
6124,attempts,0
6125,to,0
6126,home,0
6127,in,0
6128,on,0
6129,the,0
6130,They,0
6131,have,0
6132,trouble,0
6133,tracking,0
6134,if,0
6135,the,0
6136,Knight,0
6137,constantly,0
6138,changes,0
6139,Dodge,0
6140,the,0
6141,first,0
6142,then,0
6143,dash,0
6144,under,0
6145,them,0
6146,when,0
6147,they,0
6148,rise,0
6149,for,0
6150,a,0
6151,new,0
6152,then,0
6153,reverse,0
6154,again,0
6155,after,0
6156,they,0
6157,come,0
6158,down,0
6159,and,0
6160,the,0
6161,Diving,0
6162,Flame,0
6163,Pillar,0
6164,the,0
6165,pillars,0
6166,briefly,0
6167,charge,0
6168,on,0
6169,the,0
6170,floor,0
6171,before,0
6172,showing,0
6173,where,0
6174,it,0
6175,is,0
6176,safe,0
6177,to,0
6178,When,0
6179,the,0
6180,Hollow,0
6181,Knight,0
6182,jumps,0
6183,and,0
6184,readies,0
6185,their,0
6186,start,0
6187,looking,0
6188,for,0
6189,a,0
6190,safe,0
6191,zone,0
6192,immediately,0
6193,after,0
6194,dodging,0
6195,the,0
6196,downward,0
6197,Hollow,0
6198,teleport,0
6199,usually,0
6200,positions,0
6201,them,0
6202,far,0
6203,away,0
6204,from,0
6205,the,0
6206,so,0
6207,using,0
6208,Vengeful,0
6209,Soul,0
6210,during,0
6211,this,0
6212,time,0
6213,is,0
6214,useful,0
6215,to,0
6216,get,0
6217,hits,0
6218,in,0
6219,before,0
6220,they,0
6221,charge,0
6222,another,0
6223,Moving,0
6224,too,0
6225,far,0
6226,from,0
6227,the,0
6228,Hollow,0
6229,Knight,0
6230,makes,0
6231,it,0
6232,more,0
6233,likely,0
6234,they,0
6235,will,0
6236,teleport,0
6237,close,0
6238,to,0
6239,the,0
6240,so,0
6241,be,0
6242,careful,0
6243,when,0
6244,running,0
6245,away,0
6246,to,0
6247,on,0
6248,the,0
6249,one,0
6250,of,0
6251,two,0
6252,endings,0
6253,plays,0
6254,out,0
6255,after,0
6256,the,0
6257,After,0
6258,the,0
6259,the,0
6260,Knight,0
6261,respawns,0
6262,at,0
6263,the,0
6264,last,0
6265,Bench,0
6266,they,0
6267,rested,0
6268,The,0
6269,Hollow,0
6270,Knight,0
6271,can,0
6272,be,0
6273,Dream,0
6274,Nailed,0
6275,at,0
6276,the,0
6277,start,0
6278,of,0
6279,Phase,0
6280,if,0
6281,the,0
6282,Knight,0
6283,has,0
6284,Void,0
6285,initiating,0
6286,the,0
6287,fight,0
6288,with,0
6289,the,0
6290,is,0
6291,the,0
6292,anniversary,0
6293,of,0
6294,the,0
6295,publication,0
6296,of,0
6297,Robert,0
6298,iconic,0
6299,poem,0
6300,by,0
6301,Woods,0
6302,on,0
6303,a,0
6304,Snowy,0
6305,a,0
6306,fact,0
6307,that,0
6308,spurred,0
6309,the,0
6310,Literary,0
6311,Hub,0
6312,office,0
6313,into,0
6314,a,0
6315,long,0
6316,conversation,0
6317,about,0
6318,their,0
6319,favorite,0
6320,the,0
6321,most,0
6322,iconic,0
6323,poems,0
6324,written,0
6325,in,0
6326,and,0
6327,which,0
6328,poems,0
6329,we,0
6330,should,0
6331,all,0
6332,have,0
6333,already,0
6334,read,0
6335,at,0
6336,least,0
6337,be,0
6338,reading,0
6339,Turns,0
6340,despite,0
6341,frequent,0
6342,claims,0
6343,that,0
6344,poetry,0
6345,is,0
6346,dead,0
6347,irrelevant,0
6348,there,0
6349,are,0
6350,plenty,0
6351,of,0
6352,poems,0
6353,that,0
6354,have,0
6355,sunk,0
6356,deep,0
6357,into,0
6358,our,0
6359,collective,0
6360,consciousness,0
6361,as,0
6362,cultural,0
6363,makes,0
6364,a,0
6365,poem,0
6366,For,0
6367,our,0
6368,purposes,0
6369,primarily,0
6370,a,0
6371,matter,0
6372,of,0
6373,cultural,0
6374,though,0
6375,unimpeachable,0
6376,excellence,0
6377,helps,0
6378,any,0
6379,So,0
6380,for,0
6381,those,0
6382,of,0
6383,you,0
6384,who,0
6385,were,0
6386,not,0
6387,present,0
6388,for,0
6389,our,0
6390,epic,0
6391,office,0
6392,I,0
6393,have,0
6394,listed,0
6395,some,0
6396,of,0
6397,them,0
6398,that,0
6399,I,0
6400,limited,0
6401,myself,0
6402,to,0
6403,one,0
6404,poem,0
6405,per,0
6406,means,0
6407,that,0
6408,the,0
6409,impetus,0
6410,for,0
6411,this,0
6412,list,0
6413,actually,0
6414,gets,0
6415,bumped,0
6416,for,0
6417,the,0
6418,widely,0
6419,quoted,0
6420,Road,0
6421,Not,0
6422,but,0
6423,so,0
6424,it,0
6425,I,0
6426,also,0
6427,excluded,0
6428,because,0
6429,really,0
6430,a,0
6431,different,0
6432,despite,0
6433,the,0
6434,sure,0
6435,there,0
6436,are,0
6437,many,0
6438,iconic,0
6439,poems,0
6440,out,0
6441,there,0
6442,that,0
6443,feel,0
6444,free,0
6445,to,0
6446,extend,0
6447,this,0
6448,list,0
6449,in,0
6450,the,0
6451,But,0
6452,for,0
6453,happy,0
6454,reading,0
6455,is,0
6456,the,0
6457,cruellest,0
6458,out,0
6459,of,0
6460,the,0
6461,dead,0
6462,and,0
6463,roots,0
6464,with,0
6465,spring,0
6466,kept,0
6467,us,0
6468,in,0
6469,forgetful,0
6470,little,0
6471,life,0
6472,with,0
6473,dried,0
6474,surprised,0
6475,coming,0
6476,over,0
6477,the,0
6478,a,0
6479,shower,0
6480,of,0
6481,we,0
6482,stopped,0
6483,in,0
6484,the,0
6485,went,0
6486,on,0
6487,in,0
6488,into,0
6489,the,0
6490,drank,0
6491,and,0
6492,talked,0
6493,for,0
6494,an,0
6495,gar,0
6496,keine,0
6497,aus,0
6498,echt,0
6499,when,0
6500,we,0
6501,were,0
6502,staying,0
6503,at,0
6504,the,0
6505,he,0
6506,took,0
6507,me,0
6508,out,0
6509,on,0
6510,a,0
6511,I,0
6512,was,0
6513,He,0
6514,hold,0
6515,on,0
6516,And,0
6517,down,0
6518,we,0
6519,the,0
6520,there,0
6521,you,0
6522,feel,0
6523,much,0
6524,of,0
6525,the,0
6526,and,0
6527,go,0
6528,south,0
6529,in,0
6530,the,0
6531,are,0
6532,the,0
6533,roots,0
6534,that,0
6535,what,0
6536,branches,0
6537,of,0
6538,this,0
6539,stony,0
6540,Son,0
6541,of,0
6542,cannot,0
6543,or,0
6544,for,0
6545,you,0
6546,know,0
6547,heap,0
6548,of,0
6549,broken,0
6550,where,0
6551,the,0
6552,sun,0
6553,the,0
6554,dead,0
6555,tree,0
6556,gives,0
6557,no,0
6558,the,0
6559,cricket,0
6560,no,0
6561,the,0
6562,dry,0
6563,stone,0
6564,no,0
6565,sound,0
6566,of,0
6567,is,0
6568,shadow,0
6569,under,0
6570,this,0
6571,red,0
6572,in,0
6573,under,0
6574,the,0
6575,shadow,0
6576,of,0
6577,this,0
6578,red,0
6579,I,0
6580,will,0
6581,show,0
6582,you,0
6583,something,0
6584,different,0
6585,from,0
6586,shadow,0
6587,at,0
6588,morning,0
6589,striding,0
6590,behind,0
6591,your,0
6592,shadow,0
6593,at,0
6594,evening,0
6595,rising,0
6596,to,0
6597,meet,0
6598,will,0
6599,show,0
6600,you,0
6601,fear,0
6602,in,0
6603,a,0
6604,handful,0
6605,of,0
6606,famous,0
6607,a,0
6608,bad,0
6609,known,0
6610,to,0
6611,be,0
6612,the,0
6613,wisest,0
6614,woman,0
6615,in,0
6616,a,0
6617,wicked,0
6618,pack,0
6619,of,0
6620,said,0
6621,your,0
6622,the,0
6623,drowned,0
6624,Phoenician,0
6625,are,0
6626,pearls,0
6627,that,0
6628,were,0
6629,his,0
6630,is,0
6631,the,0
6632,Lady,0
6633,of,0
6634,the,0
6635,lady,0
6636,of,0
6637,is,0
6638,the,0
6639,man,0
6640,with,0
6641,three,0
6642,and,0
6643,here,0
6644,the,0
6645,here,0
6646,is,0
6647,the,0
6648,and,0
6649,this,0
6650,is,0
6651,is,0
6652,something,0
6653,he,0
6654,carries,0
6655,on,0
6656,his,0
6657,I,0
6658,am,0
6659,forbidden,0
6660,to,0
6661,I,0
6662,do,0
6663,not,0
6664,Hanged,0
6665,Fear,0
6666,death,0
6667,by,0
6668,see,0
6669,crowds,0
6670,of,0
6671,walking,0
6672,round,0
6673,in,0
6674,a,0
6675,If,0
6676,you,0
6677,see,0
6678,dear,0
6679,her,0
6680,I,0
6681,bring,0
6682,the,0
6683,horoscope,0
6684,must,0
6685,be,0
6686,so,0
6687,careful,0
6688,these,0
6689,the,0
6690,brown,0
6691,fog,0
6692,of,0
6693,a,0
6694,winter,0
6695,crowd,0
6696,flowed,0
6697,over,0
6698,London,0
6699,so,0
6700,had,0
6701,not,0
6702,thought,0
6703,death,0
6704,had,0
6705,undone,0
6706,so,0
6707,short,0
6708,and,0
6709,were,0
6710,each,0
6711,man,0
6712,fixed,0
6713,his,0
6714,eyes,0
6715,before,0
6716,his,0
6717,up,0
6718,the,0
6719,hill,0
6720,and,0
6721,down,0
6722,King,0
6723,William,0
6724,where,0
6725,Saint,0
6726,Mary,0
6727,Woolnoth,0
6728,kept,0
6729,the,0
6730,a,0
6731,dead,0
6732,sound,0
6733,on,0
6734,the,0
6735,final,0
6736,stroke,0
6737,of,0
6738,I,0
6739,saw,0
6740,one,0
6741,I,0
6742,and,0
6743,stopped,0
6744,who,0
6745,were,0
6746,with,0
6747,me,0
6748,in,0
6749,the,0
6750,ships,0
6751,at,0
6752,corpse,0
6753,you,0
6754,planted,0
6755,last,0
6756,year,0
6757,in,0
6758,your,0
6759,it,0
6760,begun,0
6761,to,0
6762,Will,0
6763,it,0
6764,bloom,0
6765,this,0
6766,has,0
6767,the,0
6768,sudden,0
6769,frost,0
6770,disturbed,0
6771,its,0
6772,keep,0
6773,the,0
6774,Dog,0
6775,far,0
6776,friend,0
6777,to,0
6778,with,0
6779,his,0
6780,nails,0
6781,dig,0
6782,it,0
6783,up,0
6784,roads,0
6785,diverged,0
6786,in,0
6787,a,0
6788,yellow,0
6789,sorry,0
6790,I,0
6791,could,0
6792,not,0
6793,travel,0
6794,be,0
6795,one,0
6796,long,0
6797,I,0
6798,looked,0
6799,down,0
6800,one,0
6801,as,0
6802,far,0
6803,as,0
6804,I,0
6805,where,0
6806,it,0
6807,bent,0
6808,in,0
6809,the,0
6810,took,0
6811,the,0
6812,as,0
6813,just,0
6814,as,0
6815,having,0
6816,perhaps,0
6817,the,0
6818,better,0
6819,it,0
6820,was,0
6821,grassy,0
6822,and,0
6823,wanted,0
6824,as,0
6825,for,0
6826,that,0
6827,the,0
6828,passing,0
6829,worn,0
6830,them,0
6831,really,0
6832,about,0
6833,the,0
6834,both,0
6835,that,0
6836,morning,0
6837,equally,0
6838,leaves,0
6839,no,0
6840,step,0
6841,had,0
6842,trodden,0
6843,I,0
6844,kept,0
6845,the,0
6846,first,0
6847,for,0
6848,another,0
6849,knowing,0
6850,how,0
6851,way,0
6852,leads,0
6853,on,0
6854,to,0
6855,doubted,0
6856,if,0
6857,I,0
6858,should,0
6859,ever,0
6860,come,0
6861,shall,0
6862,be,0
6863,telling,0
6864,this,0
6865,with,0
6866,a,0
6867,ages,0
6868,and,0
6869,ages,0
6870,roads,0
6871,diverged,0
6872,in,0
6873,a,0
6874,and,0
6875,took,0
6876,the,0
6877,one,0
6878,less,0
6879,traveled,0
6880,that,0
6881,has,0
6882,made,0
6883,all,0
6884,the,0
6885,art,0
6886,of,0
6887,losing,0
6888,hard,0
6889,to,0
6890,many,0
6891,things,0
6892,seem,0
6893,filled,0
6894,with,0
6895,the,0
6896,be,0
6897,lost,0
6898,that,0
6899,their,0
6900,loss,0
6901,is,0
6902,no,0
6903,something,0
6904,every,0
6905,Accept,0
6906,the,0
6907,lost,0
6908,door,0
6909,the,0
6910,hour,0
6911,badly,0
6912,art,0
6913,of,0
6914,losing,0
6915,hard,0
6916,to,0
6917,practice,0
6918,losing,0
6919,losing,0
6920,and,0
6921,and,0
6922,where,0
6923,it,0
6924,was,0
6925,you,0
6926,None,0
6927,of,0
6928,these,0
6929,will,0
6930,bring,0
6931,lost,0
6932,my,0
6933,And,0
6934,my,0
6935,of,0
6936,three,0
6937,loved,0
6938,houses,0
6939,art,0
6940,of,0
6941,losing,0
6942,hard,0
6943,to,0
6944,lost,0
6945,two,0
6946,lovely,0
6947,realms,0
6948,I,0
6949,two,0
6950,a,0
6951,miss,0
6952,but,0
6953,it,0
6954,a,0
6955,losing,0
6956,you,0
6957,joking,0
6958,a,0
6959,I,0
6960,have,0
6961,art,0
6962,of,0
6963,not,0
6964,too,0
6965,hard,0
6966,to,0
6967,it,0
6968,may,0
6969,look,0
6970,like,0
6971,like,0
6972,I,0
6973,could,0
6974,not,0
6975,stop,0
6976,for,0
6977,Death,0
6978,kindly,0
6979,stopped,0
6980,for,0
6981,me,0
6982,Carriage,0
6983,held,0
6984,but,0
6985,just,0
6986,Ourselves,0
6987,slowly,0
6988,drove,0
6989,He,0
6990,knew,0
6991,no,0
6992,I,0
6993,had,0
6994,put,0
6995,labor,0
6996,and,0
6997,my,0
6998,leisure,0
6999,His,0
7000,Civility,0
7001,passed,0
7002,the,0
7003,where,0
7004,Children,0
7005,Recess,0
7006,in,0
7007,the,0
7008,Ring,0
7009,passed,0
7010,the,0
7011,Fields,0
7012,of,0
7013,Gazing,0
7014,Grain,0
7015,passed,0
7016,the,0
7017,Setting,0
7018,Sun,0
7019,rather,0
7020,He,0
7021,passed,0
7022,Us,0
7023,Dews,0
7024,drew,0
7025,quivering,0
7026,and,0
7027,Chill,0
7028,only,0
7029,my,0
7030,Gown,0
7031,Tippet,0
7032,only,0
7033,Tulle,0
7034,paused,0
7035,before,0
7036,a,0
7037,House,0
7038,that,0
7039,Swelling,0
7040,of,0
7041,the,0
7042,Ground,0
7043,Roof,0
7044,was,0
7045,scarcely,0
7046,visible,0
7047,Cornice,0
7048,in,0
7049,the,0
7050,Ground,0
7051,then,0
7052,Centuries,0
7053,and,0
7054,shorter,0
7055,than,0
7056,the,0
7057,first,0
7058,surmised,0
7059,the,0
7060,toward,0
7061,Eternity,0
7062,do,0
7063,not,0
7064,you,0
7065,do,0
7066,not,0
7067,do,0
7068,Any,0
7069,black,0
7070,which,0
7071,I,0
7072,have,0
7073,lived,0
7074,like,0
7075,a,0
7076,foot,0
7077,For,0
7078,thirty,0
7079,poor,0
7080,and,0
7081,Barely,0
7082,daring,0
7083,to,0
7084,breathe,0
7085,or,0
7086,I,0
7087,have,0
7088,had,0
7089,to,0
7090,kill,0
7091,You,0
7092,died,0
7093,before,0
7094,I,0
7095,had,0
7096,a,0
7097,bag,0
7098,full,0
7099,of,0
7100,Ghastly,0
7101,statue,0
7102,with,0
7103,one,0
7104,gray,0
7105,toe,0
7106,Big,0
7107,as,0
7108,a,0
7109,Frisco,0
7110,a,0
7111,head,0
7112,in,0
7113,the,0
7114,freakish,0
7115,Atlantic,0
7116,Where,0
7117,paskdaspkodsapkodsapkodkspa,1
7118,opoopfds,1
7119,pkosapkdoasp,1
7120,okdsaposdaopodpkaskodpasp,1
7121,dsakpodsapokdkpsaodkpoasdp,1
7122,aspodsapodkpoaskdpoas,1
7123,aspdkaspdkposakopdaskopdaspdkaspokdas,1
