,0
2681,fullest
2682,The
2683,Undead
2684,travel
2685,great
2686,distances
2687,to
2688,reach
2689,this
2690,where
2691,the
2692,First
2693,Flame
2694,waits
2695,to
2696,be
2697,as
2698,the
2699,city
2700,of
2701,the
2702,and
2703,founded
2704,by
2705,Lord
2706,It
2707,sits
2708,at
2709,the
2710,top
2711,of
2712,a
2713,and
2714,both
2715,the
2716,cliff
2717,face
2718,and
2719,its
2720,own
2721,walls
2722,separate
2723,it
2724,from
2725,the
2726,outside
2727,Long
2728,invitations
2729,were
2730,given
2731,to
2732,great
2733,champions
2734,among
2735,decided
2736,through
2737,victories
2738,in
2739,an
2740,but
2741,this
2742,practice
2743,has
2744,not
2745,been
2746,kept
2747,up
2748,for
2749,some
2750,Fortress
2751,sits
2752,below
2753,an
2754,enormous
2755,deathtrap
2756,serving
2757,as
2758,both
2759,gateway
2760,and
2761,obstacle
2762,to
2763,Anor
2764,and
2765,those
2766,who
2767,could
2768,overcome
2769,it
2770,were
2771,permitted
2772,but
2773,the
2774,pathway
2775,at
2776,the
2777,end
2778,has
2779,since
2780,been
2781,any
2782,Undead
2783,seeking
2784,to
2785,enter
2786,the
2787,city
2788,are
2789,carried
2790,in
2791,by
2792,demons
2793,if
2794,they
2795,can
2796,overcome
2797,the
2798,The
2799,truth
2800,of
2801,Anor
2802,Londo
2803,is
2804,hidden
2805,behind
2806,an
2807,intricate
2808,when
2809,the
2810,First
2811,Flame
2812,began
2813,to
2814,all
2815,of
2816,the
2817,gods
2818,abandoned
2819,Anor
2820,Londo
2821,save
2822,for
2823,youngest
2824,He
2825,now
2826,uses
2827,his
2828,magic
2829,to
2830,make
2831,it
2832,look
2833,like
2834,the
2835,city
2836,still
2837,stands
2838,but
2839,in
2840,reality
2841,only
2842,he
2843,and
2844,his
2845,knights
2846,and
2847,he
2848,is
2849,the
2850,only
2851,true
2852,authority
2853,city
2854,of
2855,the
2856,Witch
2857,of
2858,one
2859,of
2860,the
2861,four
2862,original
2863,She
2864,and
2865,her
2866,daughters
2867,founded
2868,this
2869,city
2870,deep
2871,The
2872,Witch
2873,and
2874,her
2875,daughters
2876,were
2877,originally
2878,practitioners
2879,of
2880,a
2881,form
2882,of
2883,fire
2884,but
2885,this
2886,art
2887,was
2888,lost
2889,when
2890,the
2891,Flame
2892,of
2893,Chaos
2894,destroyed
2895,the
2896,When
2897,the
2898,First
2899,Flame
2900,began
2901,to
2902,the
2903,Witch
2904,of
2905,Izalith
2906,tried
2907,to
2908,reproduce
2909,it
2910,using
2911,her
2912,magic
2913,and
2914,a
2915,special
2916,she
2917,and
2918,the
2919,result
2920,was
2921,the
2922,Flame
2923,of
2924,a
2925,twisted
2926,flame
2927,that
2928,produced
2929,distorted
2930,life
2931,known
2932,as
2933,the
2934,Gwyn
2935,and
2936,his
2937,knights
2938,waged
2939,a
2940,war
2941,against
2942,these
2943,demons
2944,and
2945,eventually
2946,defeated
2947,sealing
2948,the
2949,Bed
2950,of
2951,their
2952,source
2953,of
2954,with
2955,Some
2956,demons
2957,now
2958,appear
2959,in
2960,roles
2961,that
2962,suggest
2963,they
2964,may
2965,work
2966,for
2967,the
2968,either
2969,willingly
2970,or
2971,as
2972,captured
2973,The
2974,creation
2975,of
2976,the
2977,Flame
2978,of
2979,Chaos
2980,also
2981,created
2982,pyromancy
2983,as
2984,a
2985,and
2986,the
2987,only
2988,Daughter
2989,of
2990,Izalith
2991,to
2992,escape
2993,the
2994,was
2995,able
2996,to
2997,develop
2998,an
2999,entire
3000,system
3001,of
3002,magic
3003,to
3004,imitate
3005,the
3006,ancient
3007,fire
3008,She
3009,took
3010,only
3011,one
3012,Salaman
3013,from
3014,the
3015,Great
3016,In
3017,teaching
3018,she
3019,hoped
3020,that
3021,mankind
3022,could
3023,learn
3024,to
3025,harness
3026,and
3027,control
3028,the
3029,to
3030,prevent
3031,the
3032,same
3033,catastrophy
3034,that
3035,destroyed
3036,her
3037,own
3038,Salaman
3039,then
3040,returned
3041,to
3042,the
3043,Great
3044,Swamp
3045,to
3046,spread
3047,the
3048,art
3049,of
3050,extensive
3051,network
3052,of
3053,tombs
3054,and
3055,overseen
3056,by
3057,Gravelord
3058,All
3059,things
3060,that
3061,die
3062,are
3063,laid
3064,to
3065,rest
3066,and
3067,power
3068,of
3069,necromancy
3070,ensures
3071,that
3072,they
3073,are
3074,not
3075,The
3076,area
3077,is
3078,not
3079,completely
3080,and
3081,at
3082,one
3083,point
3084,a
3085,group
3086,of
3087,occultists
3088,attempted
3089,to
3090,steal
3091,power
3092,and
3093,use
3094,it
3095,to
3096,kill
3097,the
3098,They
3099,presumably
3100,but
3101,weapons
3102,and
3103,artefacts
3104,of
3105,their
3106,perverse
3107,rituals
3108,can
3109,still
3110,be
3111,Now
3112,the
3113,necromancer
3114,Pinwheel
3115,resides
3116,in
3117,the
3118,where
3119,he
3120,slowly
3121,siphons
3122,away
3123,power
3124,for
3125,his
3126,own
3127,large
3128,city
3129,of
3130,this
3131,place
3132,was
3133,once
3134,prosperous
3135,and
3136,known
3137,for
3138,the
3139,foresight
3140,of
3141,its
3142,All
3143,undead
3144,were
3145,welcomed
3146,and
3147,it
3148,soon
3149,became
3150,a
3151,safe
3152,haven
3153,for
3154,undead
3155,that
3156,were
3157,banished
3158,from
3159,their
3160,New
3161,Londo
3162,was
3163,a
3164,city
3165,teeming
3166,with
3167,culture
3168,and
3169,Recognizing
3170,Lord
3171,Gwyn
3172,bestowed
3173,on
3174,the
3175,four
3176,leaders
3177,a
3178,fragment
3179,of
3180,his
3181,soul
3182,and
3183,the
3184,rank
3185,of
3186,king
3187,before
3188,he
3189,left
3190,to
3191,link
3192,the
3193,First
3194,the
3195,Four
3196,Kings
3197,encountered
3198,Darkstalker
3199,Kaathe
3200,in
3201,the
3202,who
3203,offered
3204,to
3205,teach
3206,them
3207,the
3208,art
3209,of
3210,In
3211,doing
3212,the
3213,Four
3214,Kings
3215,and
3216,their
3217,order
3218,of
3219,knights
3220,were
3221,corrupted
3222,by
3223,the
3224,becoming
3225,the
3226,Darkwraiths
3227,of
3228,The
3229,threat
3230,they
3231,posed
3232,to
3233,the
3234,outside
3235,world
3236,was
3237,so
3238,great
3239,that
3240,the
3241,whole
3242,city
3243,was
3244,flooded
3245,to
3246,contain
3247,killing
3248,everyone
3249,The
3250,dead
3251,still
3252,wander
3253,as
3254,ghosts
3255,through
3256,the
3257,and
3258,the
3259,Darkwraiths
3260,themselves
3261,survived
3262,the
3263,flooding
3264,even
3265,though
3266,they
3267,are
3268,still
3269,ancient
3270,and
3271,long
3272,forgotten
3273,human
3274,kingdom
3275,that
3276,was
3277,once
3278,in
3279,It
3280,was
3281,a
3282,peaceful
3283,land
3284,of
3285,who
3286,practiced
3287,a
3288,now
3289,lost
3290,form
3291,of
3292,Before
3293,its
3294,a
3295,path
3296,to
3297,the
3298,Abyss
3299,was
3300,and
3301,they
3302,encountered
3303,a
3304,primordial
3305,serpent
3306,who
3307,convinced
3308,them
3309,to
3310,delve
3311,into
3312,the
3313,depths
3314,of
3315,the
3316,Abyss
3317,to
3318,unearth
3319,the
3320,grave
3321,of
3322,a
3323,primordial
3324,When
3325,this
3326,named
3327,went
3328,and
3329,his
3330,humanity
3331,went
3332,This
3333,caused
3334,him
3335,to
3336,mutate
3337,into
3338,a
3339,huge
3340,and
3341,contact
3342,with
3343,his
3344,humanity
3345,caused
3346,the
3347,people
3348,of
3349,Oolacile
3350,to
3351,also
3352,mutate
3353,into
3354,Manus
3355,was
3356,a
3357,powerful
3358,sorcerer
3359,and
3360,master
3361,of
3362,the
3363,and
3364,with
3365,his
3366,magic
3367,he
3368,guided
3369,the
3370,Abyss
3371,to
3372,swiftly
3373,overtaking
3374,the
3375,kingdom
3376,of
3377,Knight
3378,Artorias
3379,was
3380,sent
3381,in
3382,to
3383,defeat
3384,Manus
3385,and
3386,halt
3387,the
3388,but
3389,he
3390,failed
3391,and
3392,was
3393,corrupted
3394,by
3395,the
3396,Dark
3397,The
3398,Chosen
3399,Undead
3400,travels
3401,back
3402,in
3403,time
3404,to
3405,lay
3406,Artorias
3407,to
3408,rest
3409,and
3410,defeat
3411,Manus
3412,in
3413,his
3414,As
3415,the
3416,player
3417,is
3418,not
3419,naturally
3420,from
3421,that
3422,their
3423,actions
3424,are
3425,instead
3426,attributed
3427,to
3428,to
3429,be
3430,known
3431,as
3432,the
3433,a
3434,legendary
3435,knight
3436,who
3437,traversed
3438,the
3439,Abyss
3440,to
3441,defeat
3442,the
3443,human
3444,kingdom
3445,outside
3446,it
3447,is
3448,a
3449,land
3450,known
3451,for
3452,its
3453,traditional
3454,and
3455,The
3456,Way
3457,of
3458,White
3459,originates
3460,from
3461,and
3462,the
3463,knight
3464,and
3465,cleric
3466,classes
3467,available
3468,to
3469,the
3470,player
3471,are
3472,apparently
3473,travelers
3474,from
3475,this
3476,land
3477,and
3478,start
3479,with
3480,the
3481,Way
3482,of
3483,White
3484,The
3485,Way
3486,of
3487,White
3488,itself
3489,is
3490,very
3491,proactive
3492,about
3493,removing
3494,and
3495,sponsors
3496,great
3497,hunts
3498,to
3499,round
3500,them
3501,up
3502,and
3503,forcibly
3504,transport
3505,them
3506,to
3507,an
3508,asylum
3509,on
3510,the
3511,edge
3512,of
3513,Clerics
3514,and
3515,knights
3516,within
3517,the
3518,Way
3519,of
3520,White
3521,who
3522,become
3523,Undead
3524,are
3525,sent
3526,to
3527,Lordran
3528,on
3529,a
3530,where
3531,they
3532,are
3533,told
3534,to
3535,search
3536,the
3537,Catacombs
3538,and
3539,learn
3540,the
3541,Rite
3542,of
3543,At
3544,some
3545,point
3546,in
3547,the
3548,a
3549,terrible
3550,beast
3551,known
3552,as
3553,the
3554,Evil
3555,Eye
3556,attacked
3557,the
3558,kingdom
3559,of
3560,causing
3561,great
3562,It
3563,was
3564,and
3565,its
3566,spirit
3567,is
3568,rumored
3569,to
3570,be
3571,trapped
3572,in
3573,a
3574,magic
3575,kingdom
3576,outside
3577,Lordran
3578,that
3579,is
3580,known
3581,for
3582,its
3583,festivites
3584,and
3585,and
3586,also
3587,for
3588,the
3589,peculiar
3590,armor
3591,of
3592,its
3593,Their
3594,armor
3595,was
3596,designed
3597,to
3598,deflect
3599,blows
3600,and
3601,is
3602,actually
3603,highly
3604,and
3605,the
3606,knights
3607,take
3608,great
3609,pride
3610,in
3611,but
3612,the
3613,appearance
3614,is
3615,still
3616,mocked
3617,by
3618,Great
3619,distant
3620,and
3621,inhospitable
3622,land
3623,outside
3624,unwanted
3625,by
3626,all
3627,save
3628,for
3629,the
3630,people
3631,who
3632,live
3633,Not
3634,a
3635,formal
3636,kingdom
3637,per
3638,it
3639,is
3640,populated
3641,by
3642,outcasts
3643,and
3644,exiles
3645,from
3646,other
3647,They
3648,share
3649,a
3650,common
3651,interest
3652,in
3653,the
3654,teachings
3655,of
3656,and
3657,appear
3658,to
3659,practice
3660,some
3661,form
3662,of
3663,shamanism
3664,as
3665,As
3666,they
3667,are
3668,not
3669,a
3670,proper
3671,they
3672,have
3673,no
3674,order
3675,of
3676,but
3677,pyromancy
3678,is
3679,an
3680,easy
3681,craft
3682,to
3683,use
3684,and
3685,is
3686,still
3687,very
3688,Travelers
3689,from
3690,the
3691,Great
3692,Swamp
3693,are
3694,often
3695,equipped
3696,with
3697,wrapped
3698,clothing
3699,that
3700,protects
3701,them
3702,from
3703,the
3704,dangers
3705,of
3706,their
3707,and
3708,versatile
3709,hand
3710,axes
3711,that
3712,serve
3713,as
3714,both
3715,tools
3716,and
3717,It
3718,is
3719,not
3720,specified
3721,whether
3722,Undead
3723,are
3724,welcome
3725,but
3726,Undead
3727,from
3728,there
3729,are
3730,often
3731,ecstatic
3732,for
3733,the
3734,chance
3735,to
3736,travel
3737,to
3738,Lordran
3739,and
3740,hopefully
3741,visit
3742,the
3743,ancient
3744,city
3745,of
3746,land
3747,known
3748,for
3749,the
3750,Dragon
3751,a
3752,place
3753,of
3754,study
3755,for
3756,the
3757,system
3758,of
3759,sorcery
3760,formalized
3761,by
3762,Seath
3763,the
3764,The
3765,School
3766,employs
3767,its
3768,own
3769,spies
3770,and
3771,assassins
3772,trained
3773,in
3774,and
3775,through
3776,this
3777,maintain
3778,control
3779,of
3780,the
3781,city
3782,and
3783,its
3784,The
3785,sorcerer
3786,starting
3787,class
3788,available
3789,to
3790,the
3791,player
3792,originates
3793,from
3794,kingdom
3795,is
3796,most
3797,known
3798,for
3799,its
3800,shady
3801,aristocrats
3802,and
3803,and
3804,its
3805,If
3806,it
3807,is
3808,the
3809,polar
3810,opposite
3811,of
3812,Pardoners
3813,of
3814,the
3815,rogue
3816,are
3817,known
3818,to
3819,come
3820,from
3821,and
3822,it
3823,is
3824,home
3825,to
3826,the
3827,infamous
3828,Arstor
3829,of
3830,It
3831,is
3832,a
3833,place
3834,known
3835,for
3836,distinctive
3837,Carim
3838,knights
3839,use
3840,lightweight
3841,parrying
3842,daggers
3843,in
3844,place
3845,of
3846,shields
3847,and
3848,their
3849,Shotels
3850,cut
3851,a
3852,sinister
3853,and
3854,its
3855,archers
3856,are
3857,trained
3858,in
3859,a
3860,unique
3861,crossbow
3862,specialized
3863,for
3864,A
3865,very
3866,particular
3867,kind
3868,of
3869,magic
3870,ring
3871,originates
3872,from
3873,exceptional
3874,at
3875,resisting
3876,status
3877,effects
3878,but
3879,rumored
3880,to
3881,be
3882,created
3883,through
3884,dreadful
3885,The
3886,Purging
3887,Stone
3888,items
3889,are
3890,also
3891,from
3892,and
3893,the
3894,fact
3895,that
3896,they
3897,contain
3898,the
3899,remains
3900,of
3901,humans
3902,raises
3903,serious
3904,questions
3905,about
3906,the
3907,nature
3908,of
3909,their
3910,asylum
3911,for
3912,the
3913,undead
3914,on
3915,the
3916,edge
3917,of
3918,Undead
3919,were
3920,corralled
3921,and
3922,in
3923,many
3924,such
3925,places
3926,by
3927,order
3928,of
3929,the
3930,youngest
3931,son
3932,of
3933,Lord
3934,of
3935,The
3936,Undead
3937,are
3938,kept
3939,here
3940,in
3941,hopes
3942,that
3943,one
3944,day
3945,one
3946,of
3947,them
3948,would
3949,be
3950,chosen
3951,to
3952,be
3953,able
3954,to
3955,defeat
3956,the
3957,the
3958,fearsome
3959,Asylum
3960,demon
3961,and
3962,go
3963,on
3964,to
3965,link
3966,the
3967,first
3968,It
3969,is
3970,still
3971,unclear
3972,whether
3973,the
3974,Undead
3975,is
3976,chosen
3977,because
3978,they
3979,are
3980,able
3981,to
3982,defeat
3983,the
3984,Asylum
3985,or
3986,that
3987,they
3988,are
3989,able
3990,to
3991,defeat
3992,the
3993,Asylum
3994,demon
3995,because
3996,they
3997,are
3998,of
3999,the
4000,strongest
4001,Lord
4002,power
4003,manifested
4004,as
4005,great
4006,spears
4007,of
4008,which
4009,take
4010,the
4011,form
4012,of
4013,He
4014,founded
4015,the
4016,kingdom
4017,of
4018,Anor
4019,lead
4020,an
4021,army
4022,of
4023,his
4024,silver
4025,knights
4026,against
4027,the
4028,and
4029,was
4030,father
4031,to
4032,and
4033,his
4034,disowned
4035,firstborn
4036,to
4037,be
4038,the
4039,ancient
4040,God
4041,of
4042,Gwyn
4043,was
4044,the
4045,first
4046,to
4047,link
4048,the
4049,First
4050,becoming
4051,a
4052,Lord
4053,of
4054,and
4055,now
4056,mindlessly
4057,guards
4058,it
4059,against
4060,outside
4061,threats
4062,and
4063,serves
4064,as
4065,a
4066,test
4067,of
4068,strength
4069,for
4070,those
4071,seeking
4072,to
4073,link
4074,it
4075,crown
4076,is
4077,said
4078,to
4079,have
4080,once
4081,had
4082,some
4083,special
4084,but
4085,its
4086,power
4087,has
4088,long
4089,since
4090,faded
4091,and
4092,now
4093,only
4094,exudes
4095,a
4096,slight
4097,warmth
4098,by
4099,the
4100,time
4101,the
4102,player
4103,acquires
4104,Gwyn
4105,and
4106,his
4107,clan
4108,are
4109,referred
4110,to
4111,as
4112,Whether
4113,this
4114,is
4115,by
4116,own
4117,command
4118,or
4119,simply
4120,a
4121,title
4122,given
4123,to
4124,them
4125,by
4126,others
4127,for
4128,their
4129,strength
4130,is
4131,though
4132,they
4133,are
4134,still
4135,the
4136,primary
4137,religious
4138,figures
4139,in
4140,many
4141,human
4142,second
4143,daughter
4144,of
4145,and
4146,known
4147,as
4148,a
4149,goddess
4150,of
4151,The
4152,real
4153,Gwynevere
4154,married
4155,the
4156,flame
4157,god
4158,Flann
4159,and
4160,left
4161,Anor
4162,Londo
4163,long
4164,ago
4165,when
4166,the
4167,First
4168,Flame
4169,began
4170,to
4171,but
4172,Gwyndolin
4173,created
4174,an
4175,illusion
4176,of
4177,her
4178,to
4179,maintain
4180,the
4181,image
4182,of
4183,power
4184,and
4185,stability
4186,in
4187,the
4188,This
4189,illusion
4190,grants
4191,successful
4192,Undead
4193,the
4194,and
4195,directs
4196,them
4197,to
4198,follow
4199,Kingseeker
4200,advice
4201,and
4202,fill
4203,it
4204,with
4205,Lord
4206,Undead
4207,who
4208,ask
4209,can
4210,join
4211,the
4212,Princess
4213,knights
4214,of
4215,Gwynevere
4216,who
4217,grant
4218,aid
4219,to
4220,fellow
4221,Undead
4222,through
4223,the
4224,use
4225,of
4226,her
4227,knight
4228,of
4229,known
4230,for
4231,his
4232,unbreakable
4233,will
4234,of
4235,steel
4236,and
4237,unmatched
4238,skill
4239,with
4240,It
4241,is
4242,said
4243,that
4244,Artorias
4245,forged
4246,a
4247,pact
4248,with
4249,the
4250,beasts
4251,of
4252,the
4253,Abyss
4254,to
4255,fight
4256,against
4257,the
4258,but
4259,this
4260,is
4261,only
4262,a
4263,as
4264,his
4265,true
4266,story
4267,was
4268,intentionally
4269,obscured
4270,and
4271,eventually
4272,In
4273,Artorias
4274,was
4275,defeated
4276,by
4277,the
4278,and
4279,his
4280,efforts
4281,were
4282,carried
4283,on
4284,by
4285,a
4286,forgotten
4287,This
4288,champion
4289,eventually
4290,defeated
4291,Father
4292,of
4293,the
4294,successfully
4295,stalling
4296,the
4297,growth
4298,for
4299,some
4300,Artorias
4301,was
4302,friends
4303,with
4304,Sif
4305,the
4306,Great
4307,Wolf
4308,and
4309,the
4310,cat
4311,both
4312,of
4313,whom
4314,now
4315,defend
4316,his
4317,grave
4318,from
4319,those
4320,who
4321,hope
4322,to
4323,find
4324,the
4325,means
4326,to
4327,enter
4328,the
4329,of
4330,the
4331,four
4332,original
4333,Lord
4334,Soul
4335,her
4336,Lord
4337,Soul
4338,granted
4339,the
4340,power
4341,of
4342,She
4343,is
4344,a
4345,witch
4346,and
4347,master
4348,of
4349,the
4350,now
4351,forgotten
4352,fire
4353,and
4354,founded
4355,the
4356,city
4357,of
4358,Izalith
4359,with
4360,her
4361,daughters
4362,deep
4363,When
4364,the
4365,First
4366,Flame
4367,began
4368,to
4369,she
4370,attempted
4371,to
4372,create
4373,a
4374,second
4375,First
4376,Flame
4377,to
4378,replace
4379,it
4380,using
4381,her
4382,witchcraft
4383,and
4384,a
4385,special
4386,but
4387,failed
4388,catastrophically
4389,and
4390,instead
4391,created
4392,the
4393,Flame
4394,of
4395,The
4396,birth
4397,of
4398,Chaos
4399,marked
4400,the
4401,birth
4402,of
4403,and
4404,its
4405,flame
4406,transformed
4407,the
4408,Witch
4409,of
4410,Izalith
4411,and
4412,all
4413,her
4414,daughters
4415,into
4416,demons
4417,barring
4418,who
4419,escaped
4420,the
4421,destruction
4422,of
4423,her
4424,As
4425,the
4426,daughters
4427,of
4428,Izalith
4429,were
4430,the
4431,only
4432,practitioners
4433,of
4434,fire
4435,it
4436,is
4437,now
4438,a
4439,forgotten
4440,but
4441,the
4442,creation
4443,of
4444,Chaos
4445,also
4446,created
4447,pyromancy
4448,as
4449,a
4450,Gwyn
4451,waged
4452,war
4453,against
4454,the
4455,demons
4456,and
4457,eventually
4458,routed
4459,shackling
4460,the
4461,Bed
4462,of
4463,their
4464,source
4465,of
4466,to
4467,contain
4468,of
4469,the
4470,daughters
4471,of
4472,and
4473,the
4474,only
4475,one
4476,who
4477,successfully
4478,escaped
4479,the
4480,destruction
4481,of
4482,her
4483,The
4484,end
4485,of
4486,Izalith
4487,marked
4488,the
4489,end
4490,of
4491,fire
4492,but
4493,the
4494,creation
4495,of
4496,Chaos
4497,also
4498,marked
4499,the
4500,birth
4501,of
4502,Quelana
4503,adapted
4504,many
4505,old
4506,fire
4507,sorcery
4508,spells
4509,into
4510,then
4511,taught
4512,them
4513,to
4514,her
4515,pupil
4516,Salaman
4517,long
4518,who
4519,then
4520,taught
4521,it
4522,to
4523,the
4524,outcasts
4525,who
4526,live
4527,in
4528,the
4529,Great
4530,In
4531,teaching
4532,she
4533,hoped
4534,to
4535,teach
4536,people
4537,control
4538,over
4539,the
4540,flame
4541,to
4542,prevent
4543,another
4544,such
4545,while
4546,also
4547,preaching
4548,a
4549,message
4550,to
4551,fear
4552,the
4553,flame
4554,as
4555,it
4556,is
4557,inherently
4558,Quelana
4559,is
4560,known
4561,to
4562,the
4563,Age
4564,of
4565,but
4566,by
4567,how
4568,much
4569,or
4570,even
4571,how
4572,at
4573,all
4574,is
4575,never
4576,of
4577,the
4578,four
4579,original
4580,Lord
4581,Soul
4582,soul
4583,grants
4584,power
4585,over
4586,Nito
4587,can
4588,inflict
4589,disease
4590,and
4591,and
4592,animates
4593,skeletons
4594,to
4595,fight
4596,for
4597,Along
4598,with
4599,the
4600,other
4601,four
4602,original
4603,he
4604,played
4605,a
4606,major
4607,role
4608,in
4609,defeating
4610,the
4611,dragons
4612,and
4613,now
4614,holds
4615,dominion
4616,over
4617,an
4618,extended
4619,system
4620,of
4621,crypts
4622,and
4623,tombs
4624,where
4625,he
4626,watches
4627,over
4628,the
4629,Nito
4630,leads
4631,a
4632,the
4633,Gravelord
4634,who
4635,use
4636,Eyes
4637,of
4638,Death
4639,to
4640,spread
4641,misfortune
4642,and
4643,which
4644,produces
4645,more
4646,of
4647,the
4648,Eyes
4649,of
4650,Death
4651,Nito
4652,Not
4653,much
4654,is
4655,known
4656,about
4657,him
4658,beyond
4659,though
4660,at
4661,one
4662,point
4663,a
4664,group
4665,of
4666,occultists
4667,tried
4668,to
4669,take
4670,a
4671,part
4672,of
4673,his
4674,Lord
4675,Soul
4676,in
4677,an
4678,attempt
4679,to
4680,slay
4681,the
4682,More
4683,the
4684,necromancer
4685,Pinwheel
4686,has
4687,been
4688,slowly
4689,draining
4690,power
4691,for
4692,his
4693,own
4694,Even
4695,despite
4696,all
4697,of
4698,Lord
4699,Soul
4700,remains
4701,strong
4702,enough
4703,to
4704,satiate
4705,the
4706,and
4707,he
4708,is
4709,still
4710,a
4711,Lord
4712,in
4713,his
4714,own
4715,of
4716,the
4717,he
4718,has
4719,been
4720,taking
4721,power
4722,from
4723,soul
4724,for
4725,his
4726,own
4727,Pinwheel
4728,appears
4729,to
4730,have
4731,three
4732,heads
4733,and
4734,six
4735,and
4736,concept
4737,art
4738,of
4739,him
4740,shows
4741,three
4742,separate
4743,bodies
4744,either
4745,stacked
4746,together
4747,or
4748,fused
4749,underneath
4750,his
4751,Pinwheel
4752,himself
4753,is
4754,not
4755,especially
4756,and
4757,does
4758,not
4759,accomplish
4760,anything
4761,of
4762,note
4763,in
4764,the
4765,His
4766,three
4767,masks
4768,are
4769,each
4770,enchanted
4771,with
4772,special
4773,and
4774,will
4775,fortify
4776,the
4777,body
4778,of
4779,anyone
4780,wearing
4781,was
4782,born
4783,without
4784,the
4785,scales
4786,that
4787,make
4788,other
4789,dragons
4790,In
4791,his
4792,he
4793,betrayed
4794,them
4795,and
4796,stole
4797,the
4798,primordial
4799,which
4800,granted
4801,him
4802,near
4803,complete
4804,if
4805,not
4806,an
4807,adequate
4808,imitation
4809,of
4810,After
4811,the
4812,he
4813,was
4814,given
4815,the
4816,title
4817,of
4818,Duke
4819,by
4820,a
4821,fragment
4822,of
4823,own
4824,and
4825,a
4826,tower
4827,and
4828,archives
4829,to
4830,conduct
4831,his
4832,research
4833,Seath
4834,eventually
4835,codified
4836,a
4837,system
4838,of
4839,magic
4840,utilizing
4841,and
4842,is
4843,known
4844,as
4845,the
4846,father
4847,of
4848,sorcery
4849,by
4850,the
4851,Dragon
4852,School
4853,of
4854,Vinheim
4855,which
4856,teaches
4857,Seath
4858,spent
4859,his
4860,time
4861,trying
4862,to
4863,find
4864,the
4865,secrets
4866,of
4867,immortality
4868,and
4869,produce
4870,scales
4871,for
4872,but
4873,his
4874,research
4875,eventually
4876,drove
4877,him
4878,mad
4879,and
4880,his
4881,experiments
4882,became
4883,more
4884,and
4885,more
4886,By
4887,the
4888,time
4889,the
4890,game
4891,he
4892,is
4893,sending
4894,his
4895,minions
4896,out
4897,to
4898,kidnap
4899,maidens
4900,and
4901,perform
4902,horrible
4903,atrocities
4904,on
4905,turning
4906,them
4907,into
4908,In
4909,his
4910,he
4911,developed
4912,powerful
4913,sorceries
4914,based
4915,on
4916,a
4917,link
4918,between
4919,souls
4920,and
4921,the
4922,mere
4923,study
4924,of
4925,which
4926,is
4927,enough
4928,to
4929,drive
4930,other
4931,wizards
4932,equally
4933,As
4934,with
4935,all
4936,his
4937,tail
4938,can
4939,be
4940,severed
4941,to
4942,find
4943,a
4944,special
4945,the
4946,Moonlight
4947,a
4948,blade
4949,that
4950,and
4951,is
4952,composed
4953,waves
4954,of
4955,primeval
4956,Manus
4957,was
4958,once
4959,a
4960,man
4961,but
4962,becomes
4963,a
4964,twisted
4965,abomination
4966,after
4967,being
4968,His
4969,Humanity
4970,goes
4971,and
4972,similarly
4973,mutates
4974,any
4975,other
4976,human
4977,it
4978,comesin
4979,contact
4980,He
4981,is
4982,a
4983,dark
4984,sorcerer
4985,of
4986,immense
4987,and
4988,wields
4989,the
4990,strength
4991,of
4992,the
4993,Abyss
4994,to
4995,bring
4996,the
4997,kingdom
4998,of
4999,Oolacile
5000,to
5001,its
5002,knees
5003,in
5004,short
5005,capturing
5006,the
5007,Princess
5008,The
5009,Abyss
5010,spreads
5011,rapidly
5012,under
5013,his
5014,and
5015,while
5016,its
5017,spread
5018,is
5019,halted
5020,with
5021,his
5022,Gough
5023,notes
5024,that
5025,this
5026,is
5027,only
5028,a
5029,temporary
5030,The
5031,knight
5032,Artorias
5033,attempts
5034,to
5035,stop
5036,but
5037,is
5038,Manus
5039,himself
5040,is
5041,warped
5042,beyond
5043,the
5044,ability
5045,to
5046,reason
5047,by
5048,his
5049,and
5050,desperately
5051,seeks
5052,his
5053,precious
5054,which
5055,he
5056,never
5057,He
5058,demonstrates
5059,the
5060,ability
5061,to
5062,reach
5063,beyond
5064,time
5065,and
5066,snatching
5067,at
5068,least
5069,two
5070,people
5071,from
5072,the
5073,future
5074,and
5075,dragging
5076,them
5077,back
5078,into
5079,the
5080,fate
5081,of
5082,the
5083,Hollow
5084,Knight
5085,is
5086,linked
5087,to
5088,the
5089,end
5090,of
5091,the
5092,By
5093,killing
5094,the
5095,Hollow
5096,the
5097,Knight
5098,takes
5099,their
5100,place
5101,in
5102,sealing
5103,the
5104,By
5105,instead
5106,entering
5107,their
5108,mind
5109,with
5110,the
5111,help
5112,of
5113,the
5114,Knight
5115,can
5116,kill
5117,the
5118,At
5119,the
5120,end
5121,of
5122,this
5123,the
5124,Hollow
5125,Shade
5126,appears
5127,and
5128,opens
5129,up
5130,a
5131,weak
5132,point
5133,on
5134,her
5135,allowing
5136,the
5137,Knight
5138,to
5139,land
5140,the
5141,finishing
5142,The
5143,two
5144,siblings
5145,then
5146,return
5147,to
5148,the
5149,Void
5150,Hollow
5151,Knight
5152,is
5153,the
5154,Vessel
5155,chosen
5156,by
5157,the
5158,Pale
5159,King
5160,to
5161,seal
5162,away
5163,the
5164,Radiance
5165,and
5166,save
5167,Hallownest
5168,from
5169,the
5170,Like
5171,their
5172,they
5173,are
